Sl/No,Date,Time,AQI_PM10,AQI_PM2_5,Battery_Percentage,CO2_ppm,CO_ppb,Humidity_Percent,NO2_ppb,O3_ppb,Overall_AQI,PM10_ugm3,PM2_5_ugm3,Rain_Detected,SO2_ppb,Temperature_C
234,2025-02-18,10:46:16,41,72,100,230.54321,290.13629,59,2.67818,4.46363,72,44.63635,22.31818,No,6.69545,32
235,2025-02-18,10:46:52,41,72,100,230.97412,290.84167,59,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,32
236,2025-02-18,10:47:31,41,72,100,231.40671,291.55017,59,2.69123,4.48539,72,44.85387,22.42694,No,6.72808,32
237,2025-02-18,10:48:06,41,72,100,232.27667,292.9762,59,2.7044,4.50733,72,45.07327,22.53663,No,6.76099,31.9
238,2025-02-18,10:48:42,42,73,100,233.59406,295.13873,59,2.72436,4.5406,73,45.40596,22.70298,No,6.81089,31.9
239,2025-02-18,10:49:18,41,72,100,231.84087,292.26166,59,2.6978,4.49633,72,44.96333,22.48166,No,6.7445,31.9
240,2025-02-18,10:49:53,41,73,100,233.15324,294.41473,58,2.71767,4.52946,73,45.29457,22.64729,No,6.79419,31.9
241,2025-02-18,10:50:31,42,73,100,234.48067,296.59619,58,2.73781,4.56302,73,45.63018,22.81509,No,6.84453,31.9
242,2025-02-18,10:51:06,42,74,100,236.7271,300.29645,59,2.77197,4.61995,74,46.19946,23.09973,No,6.92992,31.9
243,2025-02-18,10:51:43,42,73,100,234.92651,297.32974,59,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,31.9
244,2025-02-18,10:52:19,42,74,100,236.27435,299.54984,59,2.76508,4.60846,74,46.08459,23.0423,No,6.91269,31.9
245,2025-02-18,10:52:56,43,74,100,238.0959,302.55624,59,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,31.9
246,2025-02-18,10:55:21,42,74,100,236.7271,300.29645,60,2.77197,4.61995,74,46.19946,23.09973,No,6.92992,31.9
247,2025-02-18,10:55:58,42,74,100,237.63786,301.79962,60,2.78584,4.64307,74,46.43071,23.21536,No,6.96461,31.9
248,2025-02-18,10:56:34,43,74,100,238.0959,302.55624,62,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,32
249,2025-02-18,10:57:10,43,74,100,239.48073,304.8465,61,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,32
250,2025-02-18,10:57:45,43,74,100,238.55571,303.31625,61,2.79984,4.6664,74,46.66404,23.33202,No,6.99961,32
251,2025-02-18,10:58:21,43,74,100,239.94595,305.61679,61,2.82108,4.7018,74,47.01797,23.50899,No,7.05269,31.9
252,2025-02-18,10:58:58,43,74,100,239.48073,304.8465,62,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,32
253,2025-02-18,10:59:33,43,75,100,241.35266,307.94867,61,2.8426,4.73767,75,47.37672,23.68836,No,7.10651,32
254,2025-02-18,11:00:09,43,74,100,239.48073,304.8465,61,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,32
255,2025-02-18,11:00:44,44,75,100,242.29976,309.52094,60,2.85712,4.76186,75,47.61861,23.8093,No,7.14279,32
256,2025-02-18,11:01:20,44,75,100,243.25439,311.1076,61,2.87176,4.78627,75,47.86271,23.93136,No,7.17941,31.9
257,2025-02-18,11:01:56,44,75,100,243.25439,311.1076,62,2.87176,4.78627,75,47.86271,23.93136,No,7.17941,31.9
258,2025-02-18,11:02:33,43,75,100,241.35266,307.94867,62,2.8426,4.73767,75,47.37672,23.68836,No,7.10651,31.9
259,2025-02-18,11:03:08,43,75,100,241.35266,307.94867,62,2.8426,4.73767,75,47.37672,23.68836,No,7.10651,31.9
260,2025-02-18,11:03:45,44,76,100,243.73456,311.9064,60,2.87914,4.79856,76,47.9856,23.9928,No,7.19784,31.9
261,2025-02-18,11:04:20,44,75,100,242.77614,310.3125,60,2.86442,4.77404,75,47.74038,23.87019,No,7.16106,32
262,2025-02-18,11:04:56,44,76,100,244.21667,312.70889,59,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,32
263,2025-02-18,11:05:34,44,76,100,244.21667,312.70889,59,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,32
264,2025-02-18,11:06:10,44,76,100,244.70073,313.51508,59,2.89399,4.82331,76,48.23309,24.11654,No,7.23496,31.9
265,2025-02-18,11:06:48,44,76,100,245.67462,315.13855,60,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,31.9
266,2025-02-18,11:07:24,44,76,100,244.21667,312.70889,61,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,32
267,2025-02-18,11:08:00,44,76,100,245.67462,315.13855,61,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32
268,2025-02-18,11:08:37,44,76,100,245.67462,315.13855,60,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32
269,2025-02-18,11:09:13,44,76,100,245.67462,315.13855,58,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32
270,2025-02-18,11:09:49,45,76,100,246.16454,315.95596,58,2.91652,4.86086,76,48.60861,24.30431,No,7.29129,31.9
271,2025-02-18,11:10:25,44,76,100,245.67462,315.13855,58,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32
272,2025-02-18,11:11:00,45,76,100,247.15033,317.60223,58,2.93171,4.88619,76,48.86189,24.43094,No,7.32928,32
273,2025-02-18,11:11:37,45,76,100,246.16454,315.95596,58,2.91652,4.86086,76,48.60861,24.30431,No,7.29129,32
274,2025-02-18,11:12:13,45,76,100,246.65643,316.77719,57,2.9241,4.8735,76,48.73495,24.36748,No,7.31024,31.9
275,2025-02-18,11:12:49,45,77,100,247.64622,318.43115,57,2.93936,4.89894,77,48.98941,24.4947,No,7.34841,31.9
276,2025-02-18,11:13:25,45,76,100,246.65643,316.77719,57,2.9241,4.8735,76,48.73495,24.36748,No,7.31024,31.9
277,2025-02-18,11:14:01,45,76,100,246.16454,315.95596,57,2.91652,4.86086,76,48.60861,24.30431,No,7.29129,31.9
278,2025-02-18,11:14:48,44,76,100,245.67462,315.13855,58,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32
279,2025-02-18,11:15:25,45,76,100,246.65643,316.77719,59,2.9241,4.8735,76,48.73495,24.36748,No,7.31024,32
280,2025-02-18,11:16:01,45,77,100,248.6441,320.10062,58,2.95477,4.92462,77,49.24625,24.62312,No,7.38694,32
281,2025-02-18,11:16:36,45,76,100,246.65643,316.77719,58,2.9241,4.8735,76,48.73495,24.36748,No,7.31024,32
282,2025-02-18,11:17:12,45,77,100,248.14415,319.26395,58,2.94705,4.91175,77,49.11753,24.55876,No,7.36763,32
283,2025-02-18,11:17:48,45,77,100,248.14415,319.26395,58,2.94705,4.91175,77,49.11753,24.55876,No,7.36763,32.1
284,2025-02-18,11:18:25,45,77,100,248.6441,320.10062,58,2.95477,4.92462,77,49.24625,24.62312,No,7.38694,32.1
285,2025-02-18,11:19:01,45,77,100,248.14415,319.26395,58,2.94705,4.91175,77,49.11753,24.55876,No,7.36763,32.1
286,2025-02-18,11:19:38,45,77,100,248.14415,319.26395,59,2.94705,4.91175,77,49.11753,24.55876,No,7.36763,32.1
287,2025-02-18,11:20:14,45,77,100,249.1461,320.94122,58,2.96253,4.93756,77,49.37557,24.68779,No,7.40634,32.1
288,2025-02-18,11:20:50,46,77,100,250.66455,323.487,58,2.98603,4.97672,77,49.76723,24.88362,No,7.46509,32.1
289,2025-02-18,11:21:27,45,77,100,250.15633,322.63443,57,2.97816,4.96361,77,49.63607,24.81803,No,7.44541,32.1
290,2025-02-18,11:22:03,46,77,100,250.66455,323.487,55,2.98603,4.97672,77,49.76723,24.88362,No,7.46509,32.1
291,2025-02-18,11:22:38,46,78,100,252.20195,326.06931,55,3.00987,5.01645,78,50.16451,25.08225,No,7.52468,32.1
292,2025-02-18,11:23:14,46,78,100,251.1749,324.34369,55,2.99394,4.9899,78,49.89903,24.94951,No,7.48485,32.1
293,2025-02-18,11:23:50,46,78,100,252.71867,326.93826,54,3.01789,5.02982,78,50.29819,25.1491,No,7.54473,32.1
294,2025-02-18,11:24:28,46,78,100,251.1749,324.34369,55,2.99394,4.9899,78,49.89903,24.94951,No,7.48485,32
295,2025-02-18,11:25:04,46,78,100,253.23755,327.8114,55,3.02595,5.04325,78,50.43252,25.21626,No,7.56488,32
296,2025-02-18,11:25:40,46,78,100,252.71867,326.93826,56,3.01789,5.02982,78,50.29819,25.1491,No,7.54473,32.1
297,2025-02-18,11:26:16,46,78,100,254.28185,329.57031,56,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.1
298,2025-02-18,11:26:51,46,78,100,253.23755,327.8114,56,3.02595,5.04325,78,50.43252,25.21626,No,7.56488,32.1
299,2025-02-18,11:27:29,46,78,100,254.28185,329.57031,55,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.1
300,2025-02-18,11:28:06,47,79,100,257.46811,334.95029,55,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.1
301,2025-02-18,11:28:43,46,78,100,254.28185,329.57031,56,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32
302,2025-02-18,11:29:18,46,78,100,252.71867,326.93826,57,3.01789,5.02982,78,50.29819,25.1491,No,7.54473,32.1
303,2025-02-18,11:29:54,46,78,100,254.28185,329.57031,56,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.1
304,2025-02-18,11:30:32,47,79,100,254.80731,330.45618,57,3.05036,5.08394,79,50.83941,25.41971,No,7.62591,32.1
305,2025-02-18,11:31:10,47,79,100,254.80731,330.45618,56,3.05036,5.08394,79,50.83941,25.41971,No,7.62591,32.2
306,2025-02-18,11:31:46,47,79,100,254.80731,330.45618,57,3.05036,5.08394,79,50.83941,25.41971,No,7.62591,32.2
307,2025-02-18,11:32:22,46,78,100,253.75861,328.68875,57,3.03405,5.05675,78,50.5675,25.28375,No,7.58512,32.3
308,2025-02-18,11:32:57,46,78,100,253.75861,328.68875,55,3.03405,5.05675,78,50.5675,25.28375,No,7.58512,32.3
309,2025-02-18,11:33:34,46,78,100,254.28185,329.57031,56,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.3
310,2025-02-18,11:34:09,46,78,100,253.23755,327.8114,57,3.02595,5.04325,78,50.43252,25.21626,No,7.56488,32.3
311,2025-02-18,11:34:45,47,79,100,254.80731,330.45618,55,3.05036,5.08394,79,50.83941,25.41971,No,7.62591,32.3
312,2025-02-18,11:35:21,47,79,100,254.80731,330.45618,55,3.05036,5.08394,79,50.83941,25.41971,No,7.62591,32.3
313,2025-02-18,11:35:57,47,80,100,258.5484,336.7789,56,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.3
314,2025-02-18,11:36:36,46,78,100,253.23755,327.8114,56,3.02595,5.04325,78,50.43252,25.21626,No,7.56488,32.4
315,2025-02-18,11:37:12,47,79,100,255.33499,331.34631,57,3.05858,5.09764,79,50.97636,25.48818,No,7.64645,32.4
316,2025-02-18,11:37:48,47,79,100,256.39703,333.13956,58,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,32.4
317,2025-02-18,11:38:25,46,78,100,254.28185,329.57031,58,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.5
318,2025-02-18,11:39:00,47,79,100,254.80731,330.45618,57,3.05036,5.08394,79,50.83941,25.41971,No,7.62591,32.5
319,2025-02-18,11:39:38,46,78,100,253.75861,328.68875,56,3.03405,5.05675,78,50.5675,25.28375,No,7.58512,32.5
320,2025-02-18,11:40:15,46,78,100,254.28185,329.57031,55,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.5
321,2025-02-18,11:40:50,46,78,100,253.23755,327.8114,56,3.02595,5.04325,78,50.43252,25.21626,No,7.56488,32.4
322,2025-02-18,11:41:27,46,78,100,253.75861,328.68875,56,3.03405,5.05675,78,50.5675,25.28375,No,7.58512,32.4
323,2025-02-18,11:42:50,46,78,100,254.28185,329.57031,56,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.3
324,2025-02-18,11:43:27,47,79,100,255.33499,331.34631,57,3.05858,5.09764,79,50.97636,25.48818,No,7.64645,32.3
325,2025-02-18,11:44:04,47,79,100,256.39703,333.13956,57,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,32.2
326,2025-02-18,11:44:42,47,79,100,255.33499,331.34631,56,3.05858,5.09764,79,50.97636,25.48818,No,7.64645,32.2
327,2025-02-18,11:45:18,47,79,100,256.39703,333.13956,56,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,32.2
328,2025-02-18,11:45:54,47,79,100,255.33499,331.34631,56,3.05858,5.09764,79,50.97636,25.48818,No,7.64645,32.1
329,2025-02-18,11:46:32,47,79,100,256.39703,333.13956,57,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,32.1
330,2025-02-18,11:47:08,47,79,100,256.39703,333.13956,56,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,32.1
331,2025-02-18,11:47:44,46,78,100,252.71867,326.93826,56,3.01789,5.02982,78,50.29819,25.1491,No,7.54473,32.1
332,2025-02-18,11:48:20,47,80,100,258.5484,336.7789,56,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.1
333,2025-02-18,11:48:56,47,79,100,256.93143,334.04272,57,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,32.2
334,2025-02-18,11:49:32,47,79,100,256.93143,334.04272,56,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,32.2
335,2025-02-18,11:50:09,47,79,100,256.39703,333.13956,56,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,32.2
336,2025-02-18,11:50:44,47,80,100,258.5484,336.7789,56,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.2
337,2025-02-18,11:51:20,47,79,100,256.39703,333.13956,56,3.07513,5.12522,79,51.25224,25.62612,No,7.68784,32.2
338,2025-02-18,11:51:56,48,80,100,259.63794,338.62555,56,3.12577,5.20962,80,52.09624,26.04812,No,7.81444,32.2
339,2025-02-18,11:52:34,48,80,100,259.63794,338.62555,55,3.12577,5.20962,80,52.09624,26.04812,No,7.81444,32.2
340,2025-02-18,11:53:10,47,79,100,256.93143,334.04272,55,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,32.2
341,2025-02-18,11:53:45,47,79,100,256.93143,334.04272,55,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,32.2
342,2025-02-18,11:54:23,47,80,100,258.5484,336.7789,55,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.2
343,2025-02-18,11:54:58,47,79,100,257.46811,334.95029,54,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.2
344,2025-02-18,11:55:36,47,80,100,258.5484,336.7789,54,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.2
345,2025-02-18,11:56:12,48,80,100,259.09201,337.69995,54,3.11723,5.19538,80,51.95384,25.97692,No,7.79308,32.1
346,2025-02-18,11:56:48,48,80,100,259.09201,337.69995,54,3.11723,5.19538,80,51.95384,25.97692,No,7.79308,32.1
347,2025-02-18,11:57:24,48,80,100,261.28998,341.42996,54,3.15166,5.25277,80,52.52769,26.26384,No,7.87915,32.1
348,2025-02-18,11:58:00,47,80,100,258.5484,336.7789,55,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.1
349,2025-02-18,11:58:37,47,80,100,258.5484,336.7789,56,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.1
350,2025-02-18,11:59:13,48,80,100,260.73694,340.49054,56,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.1
351,2025-02-18,11:59:49,48,80,100,259.63794,338.62555,56,3.12577,5.20962,80,52.09624,26.04812,No,7.81444,32.2
352,2025-02-18,12:00:25,47,80,100,258.5484,336.7789,56,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.2
353,2025-02-18,12:01:01,47,79,100,257.46811,334.95029,57,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.2
354,2025-02-18,12:01:41,47,80,100,258.5484,336.7789,57,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.2
355,2025-02-18,12:02:17,47,80,100,258.5484,336.7789,57,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.2
356,2025-02-18,12:02:53,47,79,100,257.46811,334.95029,56,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.2
357,2025-02-18,12:03:29,47,79,100,257.46811,334.95029,57,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.3
358,2025-02-18,12:04:04,47,80,100,258.5484,336.7789,56,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.3
359,2025-02-18,12:04:42,47,80,100,258.5484,336.7789,56,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.3
360,2025-02-18,12:05:17,48,80,100,259.09201,337.69995,55,3.11723,5.19538,80,51.95384,25.97692,No,7.79308,32.3
361,2025-02-18,12:05:53,48,80,100,259.09201,337.69995,55,3.11723,5.19538,80,51.95384,25.97692,No,7.79308,32.3
362,2025-02-18,12:06:29,48,80,100,260.18625,339.55573,54,3.13436,5.22393,80,52.23935,26.11967,No,7.8359,32.3
363,2025-02-18,12:07:47,48,80,100,259.63794,338.62555,54,3.12577,5.20962,80,52.09624,26.04812,No,7.81444,32.2
364,2025-02-18,12:08:24,48,80,100,260.73694,340.49054,54,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.2
365,2025-02-18,12:09:00,48,80,100,260.18625,339.55573,54,3.13436,5.22393,80,52.23935,26.11967,No,7.8359,32.2
366,2025-02-18,12:09:36,48,80,100,260.73694,340.49054,55,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.2
367,2025-02-18,12:10:12,48,80,100,260.73694,340.49054,54,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.2
368,2025-02-18,12:10:47,48,80,100,260.73694,340.49054,55,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.2
369,2025-02-18,12:11:25,48,80,100,260.73694,340.49054,55,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.2
370,2025-02-18,12:12:01,48,80,100,261.84546,342.37408,56,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.2
371,2025-02-18,12:12:37,48,80,100,260.18625,339.55573,55,3.13436,5.22393,80,52.23935,26.11967,No,7.8359,32.3
372,2025-02-18,12:13:12,48,80,100,259.63794,338.62555,55,3.12577,5.20962,80,52.09624,26.04812,No,7.81444,32.3
373,2025-02-18,12:13:48,48,80,100,260.73694,340.49054,56,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.3
374,2025-02-18,12:14:25,48,80,100,261.84546,342.37408,58,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.4
375,2025-02-18,12:15:01,48,80,100,260.18625,339.55573,57,3.13436,5.22393,80,52.23935,26.11967,No,7.8359,32.5
376,2025-02-18,12:15:37,48,80,100,261.28998,341.42996,54,3.15166,5.25277,80,52.52769,26.26384,No,7.87915,32.6
377,2025-02-18,12:16:15,48,80,100,260.73694,340.49054,53,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.5
378,2025-02-18,12:16:51,48,81,100,262.40335,343.32294,53,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.5
379,2025-02-18,12:17:28,48,80,100,259.09201,337.69995,54,3.11723,5.19538,80,51.95384,25.97692,No,7.79308,32.5
380,2025-02-18,12:18:04,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.4
381,2025-02-18,12:18:40,48,80,100,260.73694,340.49054,54,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.4
382,2025-02-18,12:19:16,48,80,100,261.84546,342.37408,54,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.4
383,2025-02-18,12:19:52,48,80,100,261.84546,342.37408,53,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.4
384,2025-02-18,12:20:29,48,80,100,261.84546,342.37408,52,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.3
385,2025-02-18,12:21:06,48,80,100,261.84546,342.37408,53,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.3
386,2025-02-18,12:21:41,48,81,100,262.40335,343.32294,53,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
387,2025-02-18,12:22:17,48,80,100,261.84546,342.37408,53,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.3
388,2025-02-18,12:22:53,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
389,2025-02-18,12:23:31,48,81,100,262.40335,343.32294,54,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
390,2025-02-18,12:24:07,48,80,100,261.84546,342.37408,54,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.2
391,2025-02-18,12:24:43,48,80,100,260.73694,340.49054,54,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.2
392,2025-02-18,12:25:18,49,81,100,264.09174,346.19821,53,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,32.2
393,2025-02-18,12:25:54,48,80,100,261.28998,341.42996,54,3.15166,5.25277,80,52.52769,26.26384,No,7.87915,32.2
394,2025-02-18,12:26:31,48,80,100,260.18625,339.55573,54,3.13436,5.22393,80,52.23935,26.11967,No,7.8359,32.2
395,2025-02-18,12:27:07,48,80,100,261.84546,342.37408,53,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.2
396,2025-02-18,12:27:42,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
397,2025-02-18,12:28:18,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
398,2025-02-18,12:28:55,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
399,2025-02-18,12:29:32,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
400,2025-02-18,12:30:08,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
401,2025-02-18,12:30:43,48,80,100,261.84546,342.37408,51,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.2
402,2025-02-18,12:31:19,48,81,100,262.40335,343.32294,51,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
403,2025-02-18,12:31:55,49,81,100,262.96368,344.27658,51,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.2
404,2025-02-18,12:32:34,48,81,100,262.40335,343.32294,51,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.1
405,2025-02-18,12:33:10,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
406,2025-02-18,12:33:45,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
407,2025-02-18,12:34:21,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
408,2025-02-18,12:34:56,49,81,100,262.96368,344.27658,52,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.2
409,2025-02-18,12:35:34,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
410,2025-02-18,12:36:10,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
411,2025-02-18,12:36:46,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.2
412,2025-02-18,12:37:22,49,81,100,262.96368,344.27658,52,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.2
413,2025-02-18,12:37:58,49,81,100,262.96368,344.27658,52,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.3
414,2025-02-18,12:38:36,48,81,100,262.40335,343.32294,53,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
415,2025-02-18,12:39:14,49,81,100,262.96368,344.27658,52,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.3
416,2025-02-18,12:39:50,48,81,100,262.40335,343.32294,51,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
417,2025-02-18,12:40:26,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
418,2025-02-18,12:41:02,48,81,100,262.40335,343.32294,51,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
419,2025-02-18,12:41:40,48,81,100,262.40335,343.32294,51,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
420,2025-02-18,12:42:16,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
421,2025-02-18,12:42:52,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
422,2025-02-18,12:43:28,48,81,100,262.40335,343.32294,52,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.3
423,2025-02-18,12:44:04,48,81,100,262.40335,343.32294,53,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.4
424,2025-02-18,12:44:41,48,81,100,262.40335,343.32294,53,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.4
425,2025-02-18,12:45:17,48,80,100,261.84546,342.37408,52,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.4
426,2025-02-18,12:45:53,48,80,100,261.84546,342.37408,51,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.4
427,2025-02-18,12:46:31,48,81,100,262.40335,343.32294,51,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.4
428,2025-02-18,12:47:07,48,80,100,261.84546,342.37408,51,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.4
429,2025-02-18,12:48:37,49,81,100,264.09174,346.19821,51,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,32.4
430,2025-02-18,12:50:51,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.4
431,2025-02-18,12:51:29,49,81,100,264.09174,346.19821,49,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,32.4
432,2025-02-18,12:52:09,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.4
433,2025-02-18,12:52:46,49,81,100,263.52649,345.23499,48,3.18678,5.31131,81,53.11308,26.55654,No,7.96696,32.4
434,2025-02-18,12:53:22,48,80,100,260.18625,339.55573,48,3.13436,5.22393,80,52.23935,26.11967,No,7.8359,32.3
435,2025-02-18,12:53:58,49,81,100,262.96368,344.27658,48,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.3
436,2025-02-18,12:54:36,49,81,100,263.52649,345.23499,48,3.18678,5.31131,81,53.11308,26.55654,No,7.96696,32.4
437,2025-02-18,12:55:11,49,81,100,263.52649,345.23499,48,3.18678,5.31131,81,53.11308,26.55654,No,7.96696,32.3
438,2025-02-18,12:55:50,49,81,100,264.65945,347.16623,48,3.20461,5.34102,81,53.41019,26.7051,No,8.01153,32.3
439,2025-02-18,12:56:26,49,81,100,265.22971,348.13925,49,3.21359,5.35599,81,53.55989,26.77994,No,8.03398,32.3
440,2025-02-18,14:49:43,43,74,100,239.48073,304.8465,58,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,31.2
441,2025-02-18,14:50:21,43,74,100,239.94595,305.61679,58,2.82108,4.7018,74,47.01797,23.50899,No,7.05269,31.2
442,2025-02-18,14:50:56,43,74,100,239.48073,304.8465,57,2.81397,4.68995,74,46.89946,23.44973,No,7.03492,31.3
443,2025-02-18,14:51:33,43,75,100,240.88193,307.16788,57,2.8354,4.72566,75,47.2566,23.6283,No,7.08849,31.5
444,2025-02-18,14:52:09,43,74,100,239.0173,304.07965,56,2.80689,4.67815,74,46.78149,23.39074,No,7.01722,31.6
